"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"13938","부산광역시 금정구 부곡동","364-15","0364","0015","현대","84.8450","202212","11","19,000","-","11","-","-","1989","동부곡로27번길 85","-","중개거래","부산 금정구","-"
"13939","부산광역시 금정구 부곡동","64-28","0064","0028","위클라우드16차","56.4780","202212","07","25,000","-","14","-","-","2018","중앙대로1763번길 36-10","-","직거래","-","-"
"13940","부산광역시 금정구 부곡동","268-2","0268","0002","부곡동푸르지오","145.6400","202212","06","72,000","-","18","-","-","2007","중앙대로 1617-12","-","중개거래","부산 금정구","-"
"13941","부산광역시 금정구 부곡동","773-1","0773","0001","장미(773-1)","83.9400","202211","30","67,000","-","2","-","-","1979","서동로 41","-","직거래","-","-"
"13942","부산광역시 금정구 부곡동","962","0962","0000","뉴그린1","57.3300","202211","29","17,900","-","15","-","-","1990","동현로 90","-","중개거래","부산 금정구","-"
"13943","부산광역시 금정구 부곡동","268-2","0268","0002","부곡동푸르지오","84.4100","202211","29","47,000","-","27","-","-","2007","중앙대로 1617-12","-","중개거래","부산 금정구","-"
"13944","부산광역시 금정구 부곡동","9-21","0009","0021","태창빌라","59.9300","202211","28","8,500","-","5","-","-","1984","오륜대로 46","-","중개거래","부산 금정구","-"
"13945","부산광역시 금정구 부곡동","60-13","0060","0013","금정아트빌","72.7300","202211","22","15,000","-","6","-","-","2004","무학송로 101","-","중개거래","부산 금정구","-"
"13946","부산광역시 금정구 부곡동","895-17","0895","0017","SG이너스Ⅱ","19.0830","202211","18","7,500","-","15","-","-","2014","시실로 9-1","-","직거래","-","-"
"13947","부산광역시 금정구 부곡동","958","0958","0000","부곡늘푸른아파트","45.7200","202211","16","14,700","-","9","-","-","1991","동현로 67","-","중개거래","부산 금정구","-"
"13948","부산광역시 금정구 부곡동","296-6","0296","0006","엘지","84.8700","202211","09","49,000","-","7","-","-","1999","부곡로 125","-","중개거래","부산 금정구","-"
"13949","부산광역시 금정구 부곡동","958","0958","0000","부곡늘푸른아파트","40.2300","202211","09","11,000","-","15","-","-","1991","동현로 67","-","직거래","-","-"
"13950","부산광역시 금정구 부곡동","962","0962","0000","뉴그린1","54.9000","202211","07","18,000","-","9","-","-","1990","동현로 103","-","중개거래","부산 금정구","-"
"13951","부산광역시 금정구 부곡동","788","0788","0000","부곡동대동다:숲","84.9788","202211","06","39,500","-","10","-","-","2007","부곡로 32-12","-","중개거래","부산 금정구","-"
"13952","부산광역시 금정구 부곡동","980","0980","0000","부곡아름채아파트","51.0921","202211","04","24,900","-","7","-","-","2019","부곡로18번안길 20","-","중개거래","부산 금정구","-"
"13953","부산광역시 금정구 부곡동","268-2","0268","0002","부곡동푸르지오","145.6400","202211","01","65,000","-","20","-","-","2007","중앙대로 1617-12","-","중개거래","부산 금정구","-"
"13954","부산광역시 금정구 부곡동","232-5","0232","0005","마드레빌","59.3715","202210","31","23,800","-","4","-","-","2003","기찰로 42","-","중개거래","부산 금정구","-"
"13955","부산광역시 금정구 부곡동","225-6","0225","0006","경남한신","59.9900","202210","29","32,500","-","14","-","-","1995","중앙대로1685번길 24","-","중개거래","부산 금정구","-"
"13956","부산광역시 금정구 부곡동","788","0788","0000","부곡동대동다:숲","84.9788","202210","28","39,000","-","11","-","-","2007","부곡로 32-12","-","중개거래","부산 금정구","-"
"13957","부산광역시 금정구 부곡동","235-5","0235","0005","우신뉴타운","84.8700","202210","20","40,000","-","4","-","-","1995","중앙대로1667번길 8","-","직거래","-","-"
"13958","부산광역시 금정구 부곡동","64-23","0064","0023","퀸즈더블유장전역","49.1598","202210","18","22,800","-","6","-","-","2017","부곡온천천로 190","-","직거래","-","-"
"13959","부산광역시 금정구 부곡동","974","0974","0000","장전서희스타힐스","75.8042","202210","15","53,000","-","20","-","-","2017","부곡온천천로 170","-","중개거래","부산 금정구","-"
"13960","부산광역시 금정구 부곡동","364-15","0364","0015","현대","84.9850","202210","07","19,000","-","8","-","-","1989","동부곡로27번길 85","-","중개거래","부산 금정구","-"
"13961","부산광역시 금정구 부곡동","788-78","0788","0078","국제그린","82.4700","202210","07","22,300","-","3","-","-","1996","부곡로18번길 24","-","직거래","-","-"
"13962","부산광역시 금정구 부곡동","269-3","0269","0003","해피투모로우","84.8400","202210","06","36,500","-","8","-","-","2009","중앙대로 1622","-","중개거래","부산 금정구","-"
"13963","부산광역시 금정구 서동","208-22","0208","0022","대묵M-PARK(베스트로즈힐)","74.0900","202212","14","22,500","-","11","-","-","2006","반송로 397","-","직거래","-","-"
"13964","부산광역시 금정구 서동","255","0255","0000","서동현대","59.5350","202212","09","13,000","-","6","-","-","1989","옥봉로13번길 6","-","직거래","-","-"
"13965","부산광역시 금정구 서동","203-2","0203","0002","LKS노빌리티","63.0122","202212","08","20,500","-","8","-","-","2018","서곡로 3","20230427","중개거래","부산 금정구","-"
"13966","부산광역시 금정구 서동","203-2","0203","0002","LKS노빌리티","63.0122","202212","08","20,500","-","8","-","-","2018","서곡로 3","-","중개거래","부산 금정구","-"
"13967","부산광역시 금정구 서동","203-4","0203","0004","동남아트빌","75.3500","202212","02","22,500","-","5","-","-","2003","금사로 13","-","중개거래","부산 금정구","-"
"13968","부산광역시 금정구 서동","204-4","0204","0004","서동동국에버리치","55.1776","202211","30","23,800","-","7","-","-","2017","금사로 12","-","중개거래","부산 금정구","-"
"13969","부산광역시 금정구 서동","204-4","0204","0004","서동동국에버리치","55.1776","202211","30","23,800","-","7","-","-","2017","금사로 12","20221220","중개거래","부산 금정구","-"
"13970","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202211","26","16,000","-","5","-","-","2003","명서로 76","-","중개거래","부산 금정구","-"
"13971","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202211","26","16,000","-","5","-","-","2003","명서로 76","20221212","중개거래","부산 금정구","-"
"13972","부산광역시 금정구 서동","119-1","0119","0001","신동아","49.5000","202211","14","8,850","-","1","-","-","1983","개좌로27번길 27","-","중개거래","부산 금정구","-"
"13973","부산광역시 금정구 서동","228-1","0228","0001","삼한여명","59.7100","202210","14","16,900","-","6","-","-","1997","중군진로 25","-","중개거래","부산 금정구","-"
"13974","부산광역시 금정구 서동","177-2","0177","0002","우일아내트","49.7340","202210","07","23,000","-","11","-","-","2017","서부로 28","-","중개거래","부산 금정구","-"
"13975","부산광역시 금정구 서동","228-1","0228","0001","삼한여명","59.7100","202209","21","16,800","-","10","-","-","1997","중군진로 25","-","중개거래","부산 금정구 부산 동래구","-"
"13976","부산광역시 금정구 서동","204-4","0204","0004","서동동국에버리치","55.1776","202209","19","23,000","-","8","-","-","2017","금사로 12","-","중개거래","부산 금정구","-"
"13977","부산광역시 금정구 서동","27-2","0027","0002","한성기린","54.1800","202209","15","9,500","-","5","-","-","1986","서금로 45","-","중개거래","부산 금정구","-"
"13978","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202209","13","15,500","-","9","-","-","2003","명서로 76","-","중개거래","부산 동래구","-"
"13979","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202209","05","15,100","-","2","-","-","2003","명서로 76","-","중개거래","부산 동래구","-"
"13980","부산광역시 금정구 서동","228-1","0228","0001","삼한여명","59.7100","202208","29","17,825","-","11","-","-","1997","중군진로 25","-","중개거래","부산 금정구","-"
"13981","부산광역시 금정구 서동","64","0064","0000","서동아신","59.9600","202208","26","13,000","-","3","-","-","1996","서금로67번길 34","-","직거래","-","-"
"13982","부산광역시 금정구 서동","255","0255","0000","서동현대","49.0850","202207","27","13,500","-","5","-","-","1989","옥봉로13번길 6","-","중개거래","부산 금정구","-"
"13983","부산광역시 금정구 서동","228-1","0228","0001","삼한여명","59.7100","202207","11","17,400","-","10","-","-","1997","중군진로 25","-","중개거래","부산 금정구","-"
"13984","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202207","08","15,700","-","1","-","-","2003","명서로 76","-","중개거래","부산 금정구","-"
"13985","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202207","08","15,700","-","1","-","-","2003","명서로 76","-","직거래","-","-"
"13986","부산광역시 금정구 서동","203-2","0203","0002","LKS노빌리티","63.0122","202207","01","20,000","-","8","-","-","2018","서곡로 3","20220713","중개거래","부산 금정구","-"
"13987","부산광역시 금정구 서동","204-4","0204","0004","서동동국에버리치","62.3127","202207","01","23,800","-","5","-","-","2017","금사로 12","-","중개거래","부산 금정구","-"
"13988","부산광역시 금정구 서동","64","0064","0000","서동아신","59.9600","202206","25","13,100","-","5","-","-","1996","서금로67번길 34","-","중개거래","부산 금정구 부산 해운대구","-"
"13989","부산광역시 금정구 서동","195-15","0195","0015","서동다성이룸","33.7700","202206","22","14,250","-","8","-","-","2018","서동로 159-7","-","중개거래","부산 금정구","-"
"13990","부산광역시 금정구 서동","207-3","0207","0003","(207-3)","45.9000","202206","10","16,200","-","10","-","-","2017","서동로 193-18","-","중개거래","부산 금정구","-"
"13991","부산광역시 금정구 서동","64","0064","0000","서동아신","59.9600","202206","02","13,200","-","9","-","-","1996","서금로67번길 34","-","중개거래","부산 동래구","-"
"13992","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202205","25","16,600","-","14","-","-","2003","명서로 76","-","중개거래","부산 금정구","-"
"13993","부산광역시 금정구 서동","64","0064","0000","서동아신","59.9600","202205","24","13,400","-","8","-","-","1996","서금로67번길 34","-","중개거래","부산 금정구","-"
"13994","부산광역시 금정구 서동","64","0064","0000","서동아신","59.9600","202205","19","13,600","-","10","-","-","1996","서금로67번길 34","-","중개거래","부산 금정구","-"
"13995","부산광역시 금정구 서동","64","0064","0000","서동아신","59.9600","202205","19","13,600","-","10","-","-","1996","서금로67번길 34","20220621","중개거래","부산 금정구","-"
"13996","부산광역시 금정구 서동","27-2","0027","0002","한성기린","52.5600","202205","17","11,500","-","3","-","-","1986","서금로 45","-","중개거래","부산 금정구","-"
"13997","부산광역시 금정구 서동","195-15","0195","0015","서동다성이룸","56.7300","202205","14","25,000","-","3","-","-","2018","서동로 159-7","-","중개거래","부산 금정구","-"
"13998","부산광역시 금정구 서동","228-1","0228","0001","삼한여명","59.7100","202205","11","18,000","-","16","-","-","1997","중군진로 25","-","중개거래","부산 금정구","-"
"13999","부산광역시 금정구 서동","207-4","0207","0004","다온미즈","50.6600","202205","06","19,000","-","8","-","-","2017","서동로 193-12","-","중개거래","부산 금정구","-"
"14000","부산광역시 금정구 서동","622","0622","0000","성지아파트","84.6425","202205","04","27,500","-","5","-","-","2004","명서로 94","-","중개거래","부산 금정구","-"
"14001","부산광역시 금정구 서동","255","0255","0000","서동현대","49.0850","202204","27","17,800","-","3","-","-","1989","옥봉로13번길 6","-","중개거래","부산 금정구","-"
"14002","부산광역시 금정구 서동","255","0255","0000","서동현대","49.0850","202204","27","18,000","-","3","-","-","1989","옥봉로13번길 6","20220427","중개거래","부산 금정구","-"
"14003","부산광역시 금정구 서동","64","0064","0000","서동아신","59.9600","202204","20","12,500","-","10","-","-","1996","서금로67번길 34","-","중개거래","부산 동래구","-"
"14004","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202204","20","17,500","-","7","-","-","2003","명서로 76","-","직거래","-","-"
"14005","부산광역시 금정구 서동","622","0622","0000","성지아파트","59.9350","202204","18","18,700","-","13","-","-","2004","명서로 94","-","중개거래","부산 동래구","-"
"14006","부산광역시 금정구 서동","27-2","0027","0002","한성기린","54.1800","202204","11","12,500","-","3","-","-","1986","서금로 45","-","중개거래","부산 부산진구","-"
"14007","부산광역시 금정구 서동","255","0255","0000","서동현대","49.0850","202204","11","16,000","-","1","-","-","1989","옥봉로13번길 6","-","직거래","-","-"
"14008","부산광역시 금정구 서동","228-1","0228","0001","삼한여명","80.4600","202204","08","22,500","-","5","-","-","1997","중군진로 25","-","중개거래","부산 금정구 부산 부산진구","-"
"14009","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202203","31","17,200","-","10","-","-","2003","명서로 76","-","중개거래","-","-"
"14010","부산광역시 금정구 서동","622","0622","0000","성지아파트","84.6425","202203","26","27,100","-","10","-","-","2004","명서로 94","-","중개거래","부산 동래구","-"
"14011","부산광역시 금정구 서동","622","0622","0000","성지아파트","59.9350","202203","25","19,500","-","12","-","-","2004","명서로 94","-","중개거래","부산 금정구 부산 동래구","-"
"14012","부산광역시 금정구 서동","64","0064","0000","서동아신","59.9600","202203","20","14,500","-","5","-","-","1996","서금로67번길 34","-","중개거래","부산 동래구","-"
"14013","부산광역시 금정구 서동","622","0622","0000","성지아파트","59.9350","202203","18","18,700","-","13","-","-","2004","명서로 94","20220418","중개거래","부산 동래구","-"
"14014","부산광역시 금정구 서동","27-2","0027","0002","한성기린","70.5600","202203","15","13,300","-","5","-","-","1986","서금로 45","-","직거래","-","-"
"14015","부산광역시 금정구 서동","255","0255","0000","서동현대","49.0850","202203","15","19,600","-","3","-","-","1989","옥봉로13번길 6","-","중개거래","부산 금정구","-"
"14016","부산광역시 금정구 서동","64","0064","0000","서동아신","59.9600","202203","14","11,000","-","3","-","-","1996","서금로67번길 34","-","중개거래","부산 금정구","-"
"14017","부산광역시 금정구 서동","27-2","0027","0002","한성기린","58.8600","202202","15","10,500","-","4","-","-","1986","서금로 45","-","중개거래","부산 금정구","-"
"14018","부산광역시 금정구 서동","304-151","0304","0151","서동삼한-1","59.8700","202202","08","15,000","-","2","-","-","2003","명서로 76","-","중개거래","부산 동래구 부산 해운대구","-"
"14019","부산광역시 금정구 서동","255","0255","0000","서동현대","49.0850","202202","05","18,900","-","4","-","-","1989","옥봉로13번길 6","-","중개거래","부산 금정구","-"
"14020","부산광역시 금정구 서동","228-1","0228","0001","삼한여명","84.9000","202201","25","23,950","-","8","-","-","1997","중군진로 25","-","중개거래","부산 금정구","-"
"14021","부산광역시 금정구 서동","203-2","0203","0002","LKS노빌리티","65.9433","202201","14","22,700","-","14","-","-","2018","서곡로 3","-","중개거래","부산 금정구","-"
"14022","부산광역시 금정구 서동","255","0255","0000","서동현대","49.0850","202201","10","17,850","-","1","-","-","1989","옥봉로13번길 6","-","중개거래","부산 금정구","-"
"14023","부산광역시 금정구 서동","203-4","0203","0004","동남아트빌","75.3500","202201","07","21,000","-","6","-","-","2003","금사로 13","-","중개거래","부산 금정구","-"
"14024","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","59.1983","202212","20","22,000","-","7","-","-","2015","서금로 115","-","중개거래","부산 동래구","-"
"14025","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","59.1983","202212","07","22,700","-","5","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14026","부산광역시 금정구 금사동","30-19","0030","0019","안성빌라(30-19)","59.6000","202210","20","12,000","-","5","-","-","1993","금사로107번길 16","-","중개거래","부산 부산진구","-"
"14027","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","59.1983","202210","19","22,800","-","15","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14028","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202208","22","15,500","-","8","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14029","부산광역시 금정구 금사동","561-1","0561","0001","삼한","84.6000","202208","17","21,800","-","10","-","-","1992","중군진로 21","-","중개거래","부산 금정구","-"
"14030","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202207","30","15,500","-","13","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14031","부산광역시 금정구 금사동","561-1","0561","0001","삼한","84.4300","202207","14","21,400","-","14","-","-","1992","중군진로 21","-","중개거래","부산 금정구","-"
"14032","부산광역시 금정구 금사동","29-3","0029","0003","LG스카이빌","54.2400","202206","15","8,800","-","-1","-","-","2004","서금로 124","-","중개거래","부산 금정구","-"
"14033","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202206","15","15,900","-","12","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14034","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202206","11","15,800","-","7","-","-","2015","서금로 115","-","중개거래","부산 금정구 부산 연제구","-"
"14035","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202206","11","15,800","-","7","-","-","2015","서금로 115","20220615","중개거래","부산 금정구","-"
"14036","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202206","05","15,000","-","9","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14037","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202206","05","15,000","-","9","-","-","2015","서금로 115","20220615","중개거래","부산 금정구","-"
"14038","부산광역시 금정구 금사동","30-19","0030","0019","안성빌라(30-19)","74.8800","202205","28","15,800","-","2","-","-","1993","금사로107번길 16","-","중개거래","부산 금정구 부산 동래구","-"
"14039","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202205","28","15,500","-","15","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14040","부산광역시 금정구 금사동","29-3","0029","0003","LG스카이빌","54.2400","202205","13","8,000","-","-1","-","-","2004","서금로 124","-","직거래","-","-"
"14041","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202205","11","15,200","-","8","-","-","2015","서금로 115","20220822","중개거래","부산 금정구","-"
"14042","부산광역시 금정구 금사동","64-15","0064","0015","문화파크","52.3800","202204","19","14,200","-","2","-","-","1990","삼어로 237","-","중개거래","부산 금정구","-"
"14043","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202204","13","15,500","-","9","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14044","부산광역시 금정구 금사동","561-1","0561","0001","삼한","84.6000","202203","23","21,000","-","13","-","-","1992","중군진로 21","-","중개거래","부산 금정구","-"
"14045","부산광역시 금정구 금사동","561-1","0561","0001","삼한","84.4300","202203","14","21,700","-","5","-","-","1992","중군진로 21","-","중개거래","부산 금정구","-"
"14046","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202203","07","14,800","-","5","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14047","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202202","17","14,800","-","10","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14048","부산광역시 금정구 금사동","64-15","0064","0015","문화파크","66.2400","202202","14","13,150","-","1","-","-","1990","삼어로 237","-","중개거래","부산 동래구","-"
"14049","부산광역시 금정구 금사동","565","0565","0000","삼한사랑채","44.5526","202202","12","15,000","-","12","-","-","2015","서금로 115","-","중개거래","부산 금정구","-"
"14050","부산광역시 금정구 금사동","29-3","0029","0003","LG스카이빌","61.6000","202201","03","15,000","-","4","-","-","2004","서금로 124","-","직거래","-","-"
"14051","부산광역시 금정구 회동동","551","0551","0000","금성타운","82.4519","202210","04","22,500","-","4","-","-","2012","금사로 156","-","중개거래","부산 금정구","-"
"14052","부산광역시 금정구 회동동","551","0551","0000","금성타운","56.7236","202209","18","14,300","-","6","-","-","2012","금사로 156","-","중개거래","부산 금정구","-"
"14053","부산광역시 금정구 회동동","551","0551","0000","금성타운","82.4519","202208","31","22,100","-","7","-","-","2012","금사로 156","-","중개거래","부산 금정구","-"
"14054","부산광역시 금정구 회동동","551","0551","0000","금성타운","70.4350","202208","29","21,000","-","4","-","-","2012","금사로 156","-","중개거래","부산 금정구","-"
"14055","부산광역시 금정구 회동동","551","0551","0000","금성타운","70.4350","202208","29","21,000","-","4","-","-","2012","금사로 156","20220921","중개거래","부산 금정구","-"
"14056","부산광역시 금정구 회동동","551","0551","0000","금성타운","52.2026","202207","07","14,000","-","8","-","-","2012","금사로 156","-","직거래","-","-"
"14057","부산광역시 강서구 대저1동","1728-1","1728","0001","우창팰리스","65.4000","202201","01","22,700","-","8","-","-","2017","낙동북로187번길 10","-","중개거래","부산 강서구","-"
"14058","부산광역시 강서구 대저1동","7375","7375","0000","우창더뷰","54.5245","202210","18","26,000","-","10","-","-","2019","대저중앙로 9","-","중개거래","부산 강서구","-"
"14059","부산광역시 강서구 대저1동","7375","7375","0000","우창더뷰","68.7078","202210","14","28,000","-","4","-","-","2019","대저중앙로 9","-","직거래","-","-"
"14060","부산광역시 강서구 대저1동","2388-17","2388","0017","외진가센트럴타워","40.9155","202207","29","17,000","-","11","-","-","2019","대저로273번길 25","-","직거래","-","-"
"14061","부산광역시 강서구 대저1동","2388-17","2388","0017","외진가센트럴타워","40.9155","202207","15","16,000","-","9","-","-","2019","대저로273번길 25","-","직거래","-","-"
"14062","부산광역시 강서구 대저1동","7375","7375","0000","우창더뷰","54.3472","202207","12","21,500","-","8","-","-","2019","대저중앙로 9","-","직거래","-","-"
"14063","부산광역시 강서구 대저1동","2388-17","2388","0017","외진가센트럴타워","39.5072","202204","27","16,400","-","12","-","-","2019","대저로273번길 25","-","직거래","-","-"
"14064","부산광역시 강서구 대저1동","2388-17","2388","0017","외진가센트럴타워","40.9155","202204","20","16,700","-","4","-","-","2019","대저로273번길 25","-","직거래","-","-"
"14065","부산광역시 강서구 명지동","3246","3246","0000","명지오션시티삼정그린코아","70.6904","202203","07","36,000","-","10","-","-","2014","명지오션시티10로 114","-","중개거래","부산 강서구","-"
"14066","부산광역시 강서구 명지동","3231","3231","0000","퀸덤1차링컨타운","84.8400","202203","07","42,000","-","15","-","-","2009","명지오션시티10로 16","-","중개거래","부산 강서구","-"
"14067","부산광역시 강서구 명지동","3233","3233","0000","극동스타클래스","101.9600","202203","07","45,500","-","2","-","-","2008","명지오션시티2로 71","-","중개거래","부산 강서구","-"
"14068","부산광역시 강서구 명지동","3417","3417","0000","명지대방노블랜드오션뷰2차","84.9975","202203","05","58,200","-","10","-","-","2016","명지국제5로 11","-","중개거래","부산 강서구","-"
"14069","부산광역시 강서구 명지동","3354","3354","0000","명지1차 금강펜테리움 센트럴파크","61.2540","202203","05","38,500","-","8","-","-","2015","명지국제5로 59","-","중개거래","부산 강서구","-"
"14070","부산광역시 강서구 명지동","3235","3235","0000","엘크루솔마레","84.9870","202203","05","41,000","-","9","-","-","2014","명지오션시티12로 10","-","중개거래","부산 강서구","-"
"14071","부산광역시 강서구 명지동","3399","3399","0000","명지더웨스턴","74.6200","202203","04","52,000","-","13","-","-","2018","명지국제7로 111","-","중개거래","부산 강서구","-"
"14072","부산광역시 강서구 명지동","3236","3236","0000","명지오션시티한신휴플러스","84.9900","202203","04","43,000","-","10","-","-","2014","명지오션시티1로 155","-","직거래","-","-"
"14073","부산광역시 강서구 명지동","3234","3234","0000","명지두산위브포세이돈","84.9807","202203","04","36,700","-","4","-","-","2013","명지오션시티11로 22","-","중개거래","부산 강서구","-"
"14074","부산광역시 강서구 명지동","3344","3344","0000","명지국제신도시호반베르디움2차","84.8015","202203","03","62,000","-","26","-","-","2017","명지국제5로 89","-","중개거래","부산 강서구","-"
"14075","부산광역시 강서구 명지동","3236","3236","0000","명지오션시티한신휴플러스","74.6500","202203","03","30,000","-","7","-","-","2014","명지오션시티1로 155","-","직거래","-","-"
"14076","부산광역시 강서구 명지동","3400","3400","0000","부산명지중흥S-클래스프라디움","59.9911","202203","02","37,500","-","5","-","-","2016","명지국제7로 133","-","중개거래","부산 강서구","-"
"14077","부산광역시 강서구 명지동","3354","3354","0000","명지1차 금강펜테리움 센트럴파크","61.2559","202203","02","41,000","-","19","-","-","2015","명지국제5로 59","-","중개거래","부산 강서구","-"
"14078","부산광역시 강서구 명지동","3343","3343","0000","명지2차금강펜테리움센트럴파크","84.2513","202203","01","50,500","-","2","-","-","2016","명지국제5로 109","-","중개거래","부산 강서구","-"
"14079","부산광역시 강서구 명지동","3344","3344","0000","명지국제신도시호반베르디움2차","70.7494","202202","28","43,000","-","3","-","-","2017","명지국제5로 89","-","중개거래","부산 강서구","-"
"14080","부산광역시 강서구 명지동","3233","3233","0000","극동스타클래스","84.9700","202202","28","39,000","-","14","-","-","2008","명지오션시티2로 71","-","중개거래","부산 강서구","-"
"14081","부산광역시 강서구 명지동","3415","3415","0000","명지국제신도시호반베르디움1차","74.8162","202202","27","54,000","-","11","-","-","2016","명지국제5로 29","-","중개거래","부산 강서구","-"
"14082","부산광역시 강서구 명지동","3400","3400","0000","부산명지중흥S-클래스프라디움","59.9917","202202","26","40,500","-","16","-","-","2016","명지국제7로 133","-","중개거래","부산 강서구","-"
"14083","부산광역시 강서구 명지동","3415","3415","0000","명지국제신도시호반베르디움1차","74.9342","202202","26","52,000","-","9","-","-","2016","명지국제5로 29","-","중개거래","부산 강서구","-"
"14084","부산광역시 강서구 명지동","3361","3361","0000","에일린의 뜰","75.7034","202202","26","53,200","-","20","-","-","2015","명지국제5로 60","-","중개거래","부산 강서구","-"
"14085","부산광역시 강서구 명지동","3236","3236","0000","명지오션시티한신휴플러스","84.9900","202202","26","41,000","-","5","-","-","2014","명지오션시티1로 155","-","중개거래","부산 강서구","-"
"14086","부산광역시 강서구 명지동","3235","3235","0000","엘크루솔마레","84.9870","202202","24","48,000","-","4","-","-","2014","명지오션시티12로 10","20220421","직거래","-","-"
"14087","부산광역시 강서구 명지동","3350","3350","0000","부산명지중흥S-클래스에듀오션","75.9552","202202","23","53,000","-","15","-","-","2018","명지국제5로 90","-","중개거래","부산 강서구","-"
"14088","부산광역시 강서구 명지동","3400","3400","0000","부산명지중흥S-클래스프라디움","59.9911","202202","23","43,000","-","21","-","-","2016","명지국제7로 133","-","중개거래","부산 강서구 부산 부산진구","-"
"14089","부산광역시 강서구 명지동","3354","3354","0000","명지1차 금강펜테리움 센트럴파크","61.2559","202202","21","43,000","-","17","-","-","2015","명지국제5로 59","-","중개거래","부산 강서구","-"
"14090","부산광역시 강서구 명지동","3246","3246","0000","명지오션시티삼정그린코아","70.6904","202202","20","38,000","-","1","-","-","2014","명지오션시티10로 114","-","중개거래","부산 강서구","-"
"14091","부산광역시 강서구 명지동","3234","3234","0000","명지두산위브포세이돈","84.9807","202202","20","36,500","-","10","-","-","2013","명지오션시티11로 22","-","중개거래","부산 강서구","-"
"14092","부산광역시 강서구 명지동","3404","3404","0000","더힐시그니처","91.6395","202202","19","75,000","-","9","-","-","2019","명지국제7로 110","-","중개거래","부산 강서구","-"
"14093","부산광역시 강서구 명지동","3350","3350","0000","부산명지중흥S-클래스에듀오션","75.4517","202202","19","50,200","-","3","-","-","2018","명지국제5로 90","-","중개거래","부산 강서구","-"
"14094","부산광역시 강서구 명지동","3400","3400","0000","부산명지중흥S-클래스프라디움","59.9911","202202","19","40,400","-","13","-","-","2016","명지국제7로 133","-","중개거래","부산 강서구","-"
