"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1217","부산광역시 중구 영주동","2","0002","0000","초원","49.5900","202204","21","15,800","-","3","-","-","1976","영초길 135-9","-","직거래","-","-"
"1218","부산광역시 중구 영주동","160","0160","0000","동아(160-0)","57.0900","202204","15","14,900","-","14","-","-","1998","영주로 65","-","중개거래","부산 서구","-"
"1219","부산광역시 중구 영주동","91-1","0091","0001","은하아파트","49.5900","202204","15","6,700","-","5","-","-","1976","영주로 87","-","중개거래","부산 동구","-"
"1220","부산광역시 중구 영주동","92","0092","0000","동아(92-0)","59.5700","202204","13","11,000","-","1","-","-","1998","영주로 73","-","직거래","-","-"
"1221","부산광역시 중구 영주동","160","0160","0000","동아(160-0)","84.7200","202203","29","21,000","-","15","-","-","1998","영주로 65","-","중개거래","부산 중구","-"
"1222","부산광역시 중구 영주동","248-1","0248","0001","청운아파트2동","42.9800","202203","28","5,100","-","5","-","-","1976","망양로 375","-","중개거래","부산 중구","-"
"1223","부산광역시 중구 영주동","160","0160","0000","동아(160-0)","57.0900","202203","17","9,000","-","9","-","-","1998","영주로 65","-","직거래","-","-"
"1224","부산광역시 중구 영주동","160","0160","0000","동아(160-0)","57.0900","202203","11","16,000","-","9","-","-","1998","영주로 65","-","중개거래","부산 중구","-"
"1225","부산광역시 중구 영주동","160","0160","0000","동아(160-0)","57.0900","202203","02","16,000","-","14","-","-","1998","영주로 65","-","중개거래","부산 중구","-"
"1226","부산광역시 중구 영주동","92","0092","0000","동아(92-0)","84.7000","202202","28","24,000","-","6","-","-","1998","영주로 73","-","중개거래","부산 중구","-"
"1227","부산광역시 중구 영주동","161","0161","0000","금호","84.8600","202202","16","22,000","-","10","-","-","1997","영주로 51","-","중개거래","부산 중구","-"
"1228","부산광역시 중구 영주동","161","0161","0000","금호","59.7500","202202","08","18,500","-","6","-","-","1997","영주로 51","-","중개거래","부산 중구","-"
"1229","부산광역시 중구 영주동","587","0587","0000","도경오벨리스","84.9700","202202","03","25,100","-","20","-","-","2005","대영로 240","-","중개거래","부산 중구","-"
"1230","부산광역시 중구 영주동","587","0587","0000","도경오벨리스","84.4700","202202","03","27,000","-","15","-","-","2005","대영로 240","-","중개거래","부산 중구","-"
"1231","부산광역시 중구 영주동","1-92","0001","0092","동남파크","66.8850","202201","20","11,000","-","6","-","-","1988","망양로 459","-","중개거래","부산 동구","-"
"1232","부산광역시 중구 영주동","161","0161","0000","금호","76.8300","202201","19","18,300","-","1","-","-","1997","영주로 51","-","중개거래","부산 동구","-"
"1233","부산광역시 중구 영주동","92","0092","0000","동아(92-0)","73.5600","202201","18","18,300","-","4","-","-","1998","영주로 73","-","중개거래","부산 중구","-"
"1234","부산광역시 중구 영주동","160","0160","0000","동아(160-0)","84.7200","202201","13","22,000","-","15","-","-","1998","영주로 65","-","중개거래","부산 중구","-"
"1235","부산광역시 중구 영주동","92","0092","0000","동아(92-0)","84.7000","202201","10","23,400","-","8","-","-","1998","영주로 73","-","중개거래","부산 중구","-"
"1236","부산광역시 중구 대창동1가","54-43","0054","0043","선경뉴빌APT","63.6958","202210","13","24,000","-","10","-","-","2016","동광길 102","-","중개거래","부산 중구","-"
"1237","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","61.8300","202208","18","9,400","-","2","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1238","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","57.2800","202208","18","8,900","-","1","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1239","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","46.3800","202208","18","7,200","-","3","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1240","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","31.2400","202208","18","4,900","-","-1","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1241","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","51.8400","202208","18","8,100","-","4","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1242","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","61.8300","202208","18","9,400","-","6","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1243","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","61.8300","202208","18","9,400","-","3","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1244","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","46.3800","202208","18","7,200","-","6","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1245","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","61.8300","202208","18","9,400","-","5","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1246","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","46.3800","202208","18","7,200","-","5","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1247","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","67.2900","202208","18","9,700","-","7","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1248","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","36.7000","202208","18","5,700","-","2","-","-","1999","동광길 134","-","중개거래","부산 사하구 부산 서구","-"
"1249","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","57.2800","202206","01","8,900","-","1","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1250","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","61.8300","202206","01","9,400","-","2","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1251","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","61.8300","202206","01","9,400","-","5","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1252","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","46.3800","202206","01","7,200","-","5","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1253","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","61.8300","202206","01","9,400","-","6","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1254","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","61.8300","202206","01","9,400","-","3","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1255","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","46.3800","202206","01","7,200","-","3","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1256","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","31.2400","202206","01","4,900","-","-1","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1257","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","51.8400","202206","01","8,100","-","4","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1258","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","67.2900","202206","01","9,700","-","7","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1259","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","46.3800","202206","01","7,200","-","6","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1260","부산광역시 중구 대창동1가","54-25","0054","0025","(54-25)","36.7000","202206","01","5,700","-","2","-","-","1999","동광길 134","20220818","중개거래","부산 사하구 부산 서구","-"
"1261","부산광역시 중구 대창동1가","54-43","0054","0043","선경뉴빌APT","69.7735","202203","25","25,000","-","5","-","-","2016","동광길 102","-","중개거래","부산 중구","-"
"1262","부산광역시 중구 대창동1가","54-43","0054","0043","선경뉴빌APT","54.7455","202203","04","22,300","-","8","-","-","2016","동광길 102","-","중개거래","부산 중구","-"
"1263","부산광역시 중구 동광동5가","16-290","0016","0290","동광","39.6700","202207","26","6,800","-","2","-","-","1972","중구로 124-12","-","중개거래","부산 중구","-"
"1264","부산광역시 중구 동광동5가","16-11","0016","0011","대동맨션","58.2800","202204","05","16,800","-","8","-","-","1981","동광길93번길 5","-","중개거래","부산 중구","-"
"1265","부산광역시 중구 대청동1가","37-1","0037","0001","코모도에스테이트","25.3600","202210","21","7,500","-","12","-","-","2013","대청로 121-1","-","중개거래","부산 중구","-"
"1266","부산광역시 중구 대청동1가","37-1","0037","0001","코모도에스테이트","25.3600","202209","07","7,500","-","5","-","-","2013","대청로 121-1","-","중개거래","부산 중구","-"
"1267","부산광역시 중구 대청동1가","37-1","0037","0001","코모도에스테이트","49.7200","202208","06","18,900","-","14","-","-","2013","대청로 121-1","-","중개거래","부산 서구","-"
"1268","부산광역시 중구 대청동1가","37-1","0037","0001","코모도에스테이트","25.3600","202202","07","9,000","-","7","-","-","2013","대청로 121-1","-","중개거래","부산 중구","-"
"1269","부산광역시 중구 대청동1가","37-1","0037","0001","코모도에스테이트","25.3600","202201","12","9,000","-","12","-","-","2013","대청로 121-1","-","중개거래","부산 중구","-"
"1270","부산광역시 중구 대청동4가","79-1","0079","0001","새들맨션","84.1300","202208","23","36,000","-","6","-","-","1981","중구로 81","-","중개거래","부산 중구","-"
"1271","부산광역시 중구 대청동4가","78-76","0078","0076","동림","63.8700","202206","11","10,200","-","5","-","-","1976","대청북길16번길 8","-","중개거래","부산 연제구 부산 중구","-"
"1272","부산광역시 중구 대청동4가","75-120","0075","0120","유한빌라","59.7300","202206","09","12,300","-","3","-","-","1995","대청북길 9","-","중개거래","부산 중구","-"
"1273","부산광역시 중구 대청동4가","79-1","0079","0001","새들맨션","84.1300","202205","23","37,000","-","3","-","-","1981","중구로 81","20220901","중개거래","부산 중구","-"
"1274","부산광역시 중구 대청동4가","75-176","0075","0176","근영빌라2동","44.2700","202203","31","7,500","-","3","-","-","1996","대청북길 10","-","중개거래","부산 중구","-"
"1275","부산광역시 중구 대청동4가","81-48","0081","0048","대청맨션","60.4600","202202","14","11,000","-","1","-","-","1979","중구로75번길 14","-","중개거래","부산 중구","-"
"1276","부산광역시 중구 대청동4가","81-48","0081","0048","대청맨션","60.4600","202202","14","11,000","-","1","-","-","1979","중구로75번길 14","20220404","중개거래","부산 중구","-"
"1277","부산광역시 중구 대청동4가","79-1","0079","0001","새들맨션","84.1300","202201","22","37,000","-","3","-","-","1981","중구로 81","-","중개거래","부산 중구","-"
"1278","부산광역시 중구 대청동4가","34-2","0034","0002","동호이루마시티","77.7100","202210","24","24,800","-","10","-","-","2006","중구로97번길 3","-","중개거래","부산 중구","-"
"1279","부산광역시 중구 대청동4가","79-1","0079","0001","새들맨션","84.1300","202209","15","36,700","-","3","-","-","1981","중구로 81","-","직거래","-","-"
"1280","부산광역시 중구 대청동4가","79-1","0079","0001","새들맨션","84.1300","202209","01","37,000","-","3","-","-","1981","중구로 81","-","직거래","-","-"
"1281","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202212","27","2,000","-","4","-","-","1969","망양로319번길 24","-","직거래","-","-"
"1282","부산광역시 중구 보수동1가","11-5","0011","0005","미소지음주상복합","76.2350","202211","22","24,000","-","8","-","-","2014","흑교로 92","20230216","중개거래","부산 중구","-"
"1283","부산광역시 중구 보수동1가","41-1","0041","0001","대림에이스타운","76.1850","202211","05","22,000","-","9","-","-","1994","법수길 72","-","직거래","-","-"
"1284","부산광역시 중구 보수동1가","41-1","0041","0001","대림에이스타운","155.8200","202208","26","33,000","-","9","-","-","1994","법수길 72","-","중개거래","부산 중구","-"
"1285","부산광역시 중구 보수동1가","41-1","0041","0001","대림에이스타운","155.8200","202208","26","33,000","-","9","-","-","1994","법수길 72","20221013","중개거래","부산 중구","-"
"1286","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202207","01","3,000","-","2","-","-","1969","망양로319번길 24","-","직거래","-","-"
"1287","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202207","01","3,000","-","4","-","-","1969","망양로319번길 24","-","직거래","-","-"
"1288","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202206","10","2,200","-","1","-","-","1969","망양로319번길 24","-","직거래","-","-"
"1289","부산광역시 중구 보수동1가","11-5","0011","0005","미소지음주상복합","80.5746","202205","23","27,500","-","4","-","-","2014","흑교로 92","-","직거래","-","-"
"1290","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202205","11","2,950","-","2","-","-","1969","망양로319번길 24","-","중개거래","부산 중구","-"
"1291","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202204","09","2,760","-","3","-","-","1969","망양로319번길 24","-","중개거래","부산 사하구","-"
"1292","부산광역시 중구 보수동1가","11-5","0011","0005","미소지음주상복합","75.9138","202203","30","28,000","-","14","-","-","2014","흑교로 92","-","중개거래","부산 중구","-"
"1293","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202203","27","3,000","-","5","-","-","1969","망양로319번길 24","-","직거래","-","-"
"1294","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202202","21","2,500","-","3","-","-","1969","망양로319번길 24","-","직거래","-","-"
"1295","부산광역시 중구 보수동1가","146-16","0146","0016","대암보수맨션","72.0000","202202","15","9,000","-","3","-","-","1982","고가길 46","20220509","직거래","-","-"
"1296","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202202","14","2,750","-","5","-","-","1969","망양로319번길 24","-","중개거래","부산 사하구","-"
"1297","부산광역시 중구 보수동1가","146-16","0146","0016","대암보수맨션","72.0000","202201","05","9,000","-","3","-","-","1982","고가길 46","-","직거래","-","-"
"1298","부산광역시 중구 보수동2가","118-3","0118","0003","노블레스힐","28.0300","202212","28","6,600","-","5","-","-","1994","대청로 37","-","중개거래","부산 서구","-"
"1299","부산광역시 중구 보수동2가","118-3","0118","0003","노블레스힐","28.7700","202212","09","4,850","-","4","-","-","1994","대청로 37","-","직거래","-","-"
"1300","부산광역시 중구 보수동2가","118-8","0118","0008","대성아르빌","33.0800","202211","25","12,000","-","5","-","-","2011","흑교로45번길 5-1","-","직거래","-","-"
"1301","부산광역시 중구 보수동2가","80-1","0080","0001","보수2차봄여름가을겨울","84.7850","202211","17","32,000","-","11","-","-","2014","보수대로118번길 49","-","중개거래","부산 중구","-"
"1302","부산광역시 중구 보수동2가","118-3","0118","0003","노블레스힐","24.7900","202211","02","3,750","-","10","-","-","1994","대청로 37","-","직거래","-","-"
"1303","부산광역시 중구 보수동2가","118-8","0118","0008","대성아르빌","26.6800","202208","22","7,900","-","3","-","-","2011","흑교로45번길 5-1","-","직거래","-","-"
"1304","부산광역시 중구 보수동2가","89-5","0089","0005","보수동한웅베어스","84.8200","202208","04","27,500","-","7","-","-","2012","흑교로 55","-","중개거래","부산 중구","-"
"1305","부산광역시 중구 보수동2가","80-1","0080","0001","보수2차봄여름가을겨울","84.7850","202207","20","30,000","-","4","-","-","2014","보수대로118번길 49","-","중개거래","부산 중구","-"
"1306","부산광역시 중구 보수동2가","118-3","0118","0003","노블레스힐","28.0300","202206","10","5,500","-","7","-","-","1994","대청로 37","-","직거래","-","-"
"1307","부산광역시 중구 보수동2가","80-1","0080","0001","보수2차봄여름가을겨울","44.5630","202205","26","21,000","-","7","-","-","2014","보수대로118번길 49","-","중개거래","부산 중구","-"
"1308","부산광역시 중구 보수동2가","118-3","0118","0003","노블레스힐","24.7900","202205","07","4,900","-","6","-","-","1994","대청로 37","-","중개거래","부산 중구","-"
"1309","부산광역시 중구 보수동2가","35-1","0035","0001","해오름","79.7800","202204","25","21,000","-","7","-","-","2004","흑교로81번길 6","-","중개거래","부산 중구","-"
"1310","부산광역시 중구 보수동2가","65-2","0065","0002","보수동해마루아파트2차","76.3736","202204","20","27,800","-","13","-","-","2017","흑교로75번길 12","-","중개거래","부산 중구","-"
"1311","부산광역시 중구 보수동2가","89-5","0089","0005","보수동한웅베어스","65.0200","202204","18","23,700","-","14","-","-","2012","흑교로 55","-","중개거래","부산 중구","-"
"1312","부산광역시 중구 보수동2가","89-5","0089","0005","보수동한웅베어스","65.0200","202204","15","23,700","-","14","-","-","2012","흑교로 55","20220418","중개거래","부산 중구","-"
"1313","부산광역시 중구 보수동2가","118-3","0118","0003","노블레스힐","32.6000","202204","13","6,200","-","7","-","-","1994","대청로 37","-","중개거래","부산 서구","-"
"1314","부산광역시 중구 보수동2가","89-5","0089","0005","보수동한웅베어스","65.0200","202203","16","24,500","-","4","-","-","2012","흑교로 55","-","중개거래","부산 중구","-"
"1315","부산광역시 중구 보수동2가","80-1","0080","0001","보수2차봄여름가을겨울","84.7850","202203","08","33,000","-","13","-","-","2014","보수대로118번길 49","-","중개거래","부산 중구","-"
"1316","부산광역시 중구 보수동3가","27-6","0027","0006","보수에코팰리스","72.8022","202212","17","33,000","-","19","-","-","2020","흑교로71번길 24","-","중개거래","부산 영도구 부산 중구","-"
"1317","부산광역시 중구 보수동3가","56","0056","0000","보수허브센티움","72.4100","202210","22","27,000","-","8","-","-","2016","흑교로45번길 28","-","중개거래","부산 서구 부산 중구","-"
"1318","부산광역시 중구 보수동3가","75-1","0075","0001","서원블루오션F동","69.6136","202207","28","29,700","-","10","-","-","2019","대청로 17","-","중개거래","부산 중구","-"
"1319","부산광역시 중구 보수동3가","56","0056","0000","보수허브센티움","73.0575","202207","25","26,000","-","5","-","-","2016","흑교로45번길 28","-","중개거래","부산 부산진구 부산 중구","-"
"1320","부산광역시 중구 보수동3가","61-36","0061","0036","동양빌라","84.7300","202207","20","20,000","-","9","-","-","2002","흑교로59번길 20","-","직거래","-","-"
"1321","부산광역시 중구 보수동3가","73-35","0073","0035","보수3차봄여름가을겨울","41.4852","202207","09","21,300","-","11","-","-","2017","대청로 23","-","중개거래","부산 중구","-"
"1322","부산광역시 중구 보수동3가","73-35","0073","0035","보수3차봄여름가을겨울","45.2790","202207","02","21,000","-","11","-","-","2017","대청로 23","-","중개거래","부산 중구","-"
"1323","부산광역시 중구 보수동3가","73-35","0073","0035","보수3차봄여름가을겨울","59.0948","202206","29","27,200","-","13","-","-","2017","대청로 23","-","중개거래","부산 부산진구 부산 중구","-"
"1324","부산광역시 중구 보수동3가","73-35","0073","0035","보수3차봄여름가을겨울","45.2790","202206","15","21,000","-","9","-","-","2017","대청로 23","-","중개거래","부산 중구","-"
"1325","부산광역시 중구 보수동3가","56","0056","0000","보수허브센티움","72.1500","202205","17","29,000","-","7","-","-","2016","흑교로45번길 28","-","중개거래","부산 중구","-"
"1326","부산광역시 중구 보수동3가","61-36","0061","0036","동양빌라","84.7300","202204","12","22,500","-","4","-","-","2002","흑교로59번길 20","-","중개거래","부산 중구","-"
"1327","부산광역시 중구 보수동3가","73-35","0073","0035","보수3차봄여름가을겨울","59.0948","202203","31","27,800","-","14","-","-","2017","대청로 23","-","중개거래","부산 중구","-"
"1328","부산광역시 중구 보수동3가","27-6","0027","0006","보수에코팰리스","49.2030","202203","30","26,300","-","18","-","-","2020","흑교로71번길 24","-","중개거래","부산 서구","-"
"1329","부산광역시 중구 보수동3가","56","0056","0000","보수허브센티움","68.3525","202203","14","23,500","-","4","-","-","2016","흑교로45번길 28","-","중개거래","부산 동래구 부산 중구","-"
"1330","부산광역시 중구 보수동3가","56","0056","0000","보수허브센티움","53.7600","202202","13","21,000","-","2","-","-","2016","흑교로45번길 28","-","중개거래","부산 중구","-"
"1331","부산광역시 중구 보수동3가","56","0056","0000","보수허브센티움","73.0575","202201","20","28,000","-","9","-","-","2016","흑교로45번길 28","-","중개거래","부산 중구","-"
"1332","부산광역시 중구 부평동2가","47-6","0047","0006","금성","39.6700","202205","27","6,500","-","3","-","-","1975","광복로6번길 10-2","-","직거래","-","-"
"1333","부산광역시 중구 부평동4가","57-1","0057","0001","부평부백자연애","54.8800","202211","29","18,300","-","2","-","-","2014","보수대로64번길 11","-","중개거래","부산 중구","-"
"1334","부산광역시 중구 부평동4가","15-1","0015","0001","로얄스카이캐슬","45.9655","202211","01","11,280","-","3","-","-","2020","보수대로56번길 12","-","직거래","-","-"
"1335","부산광역시 중구 부평동4가","15-1","0015","0001","로얄스카이캐슬","45.6356","202211","01","11,790","-","4","-","-","2020","보수대로56번길 12","-","직거래","-","-"
"1336","부산광역시 중구 부평동4가","2-1","0002","0001","대근하버빌30차","84.7200","202206","23","25,000","-","14","-","-","2006","대청로 34","-","직거래","-","-"
"1337","부산광역시 중구 부평동4가","2-9","0002","0009","예그린","84.3900","202205","18","26,000","-","6","-","-","2012","흑교로35번길 16-1","-","중개거래","부산 중구","-"
"1338","부산광역시 중구 부평동4가","24-2","0024","0002","목연정M팰리스","67.6361","202205","06","34,500","-","15","-","-","2021","흑교로21번길 17","-","중개거래","부산 중구","-"
"1339","부산광역시 중구 부평동4가","24-2","0024","0002","목연정M팰리스","26.6626","202203","30","14,200","-","11","-","-","2021","흑교로21번길 17","-","중개거래","부산 동래구","-"
"1340","부산광역시 중구 부평동4가","42-1","0042","0001","백운집시티타워","84.9900","202203","25","27,300","-","15","-","-","2012","흑교로35번길 26","-","중개거래","부산 중구","-"
"1341","부산광역시 중구 부평동4가","15-1","0015","0001","로얄스카이캐슬","42.3000","202203","21","18,000","-","9","-","-","2020","보수대로56번길 12","-","직거래","-","-"
"1342","부산광역시 중구 부평동4가","24-2","0024","0002","목연정M팰리스","26.6626","202202","20","14,700","-","9","-","-","2021","흑교로21번길 17","-","중개거래","부산 동래구","-"
"1343","부산광역시 중구 부평동4가","51-1","0051","0001","목연정빌라","84.9000","202202","04","23,000","-","4","-","-","2003","보수대로64번길 17","-","중개거래","부산 중구","-"
"1344","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","115.7000","202206","22","33,500","-","6","-","-","1975","광복중앙로 27","-","중개거래","부산 중구","-"
"1345","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","138.8400","202206","17","52,000","-","6","-","-","1975","광복중앙로 27","-","중개거래","부산 중구","-"
"1346","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","164.9600","202205","17","49,700","-","2","-","-","1975","광복중앙로 27","-","중개거래","부산 부산진구","-"
"1347","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","93.2200","202204","21","26,900","-","2","-","-","1975","광복중앙로 27","-","중개거래","부산 중구","-"
"1348","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","93.2200","202204","14","22,850","-","10","-","-","1975","광복중앙로 27","-","중개거래","부산 중구","-"
"1349","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","93.2200","202204","14","22,850","-","10","-","-","1975","광복중앙로 27","20220511","중개거래","부산 중구","-"
"1350","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","105.7800","202202","24","30,000","-","11","-","-","1975","광복중앙로 27","-","중개거래","부산 중구","-"
"1351","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","164.9600","202201","11","44,900","-","10","-","-","1975","광복중앙로 27","-","중개거래","부산 중구","-"
"1352","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","115.7000","202201","07","27,900","-","5","-","-","1975","광복중앙로 27","-","중개거래","부산 중구","-"
"1353","부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","138.8400","202201","05","36,000","-","5","-","-","1975","광복중앙로 27","-","중개거래","부산 중구","-"
"1354","부산광역시 중구 신창동2가","22","0022","0000","신생","35.7500","202210","11","9,000","-","4","-","-","1967","광복로43번길 11","-","중개거래","부산 중구","-"
"1355","부산광역시 중구 신창동2가","22","0022","0000","신생","46.1900","202205","04","10,000","-","3","-","-","1967","광복로43번길 11","-","중개거래","부산 중구","-"
"1356","부산광역시 서구 동대신동1가","333-8","0333","0008","동대신동미소지음3차주상복합아파트","78.2508","202212","16","28,000","-","12","-","-","2017","흑교로 102","-","직거래","-","-"
"1357","부산광역시 서구 동대신동1가","420","0420","0000","동대신역비스타동원아파트","73.9095","202209","15","41,000","-","18","-","-","2021","보수대로154번길 29","-","직거래","-","-"
"1358","부산광역시 서구 동대신동1가","420","0420","0000","동대신역비스타동원아파트","84.4282","202208","13","68,500","-","16","-","-","2021","보수대로154번길 29","-","중개거래","부산 서구","-"
"1359","부산광역시 서구 동대신동1가","113-1","0113","0001","동대맨션","77.4200","202206","27","25,000","-","5","-","-","1979","대영로 78","-","중개거래","부산 서구","-"
"1360","부산광역시 서구 동대신동1가","420","0420","0000","동대신역비스타동원아파트","73.9095","202204","09","57,000","-","6","-","-","2021","보수대로154번길 29","-","중개거래","부산 서구","-"
"1361","부산광역시 서구 동대신동1가","130-4","0130","0004","고암시티텔","68.2600","202201","30","19,500","-","6","-","-","2003","대영로 68","-","직거래","-","-"
"1362","부산광역시 서구 동대신동1가","420","0420","0000","동대신역비스타동원아파트","73.9095","202201","28","60,000","-","12","-","-","2021","보수대로154번길 29","-","중개거래","부산 서구","-"
"1363","부산광역시 서구 동대신동1가","333-8","0333","0008","동대신동미소지음3차주상복합아파트","68.7382","202201","17","27,000","-","4","-","-","2017","흑교로 102","-","중개거래","부산 서구","-"
"1364","부산광역시 서구 동대신동2가","8-1","0008","0001","영산","72.5900","202210","21","10,000","-","1","-","-","1992","망양로 155","-","직거래","-","-"
"1365","부산광역시 서구 동대신동2가","313","0313","0000","삼익","88.2000","202210","17","60,500","-","4","-","-","1976","대영로73번길 39","-","중개거래","부산 서구","-"
"1366","부산광역시 서구 동대신동2가","8-1","0008","0001","영산","79.5700","202209","10","9,200","-","5","-","-","1992","망양로 155","-","직거래","-","-"
"1367","부산광역시 서구 동대신동2가","313","0313","0000","삼익","88.2000","202205","12","71,700","-","5","-","-","1976","대영로73번길 39","-","중개거래","부산 서구","-"
"1368","부산광역시 서구 동대신동2가","313","0313","0000","삼익","88.2000","202205","10","70,000","-","4","-","-","1976","대영로73번길 39","-","중개거래","부산 서구","-"
"1369","부산광역시 서구 동대신동2가","8-1","0008","0001","영산","72.5900","202204","17","10,000","-","5","-","-","1992","망양로 155","20220929","중개거래","부산 서구","-"
"1370","부산광역시 서구 동대신동2가","8-1","0008","0001","영산","72.5900","202204","17","10,000","-","5","-","-","1992","망양로 155","-","중개거래","부산 서구","-"
"1371","부산광역시 서구 동대신동2가","1-46","0001","0046","로얄이스트","163.9200","202203","28","29,000","-","2","-","-","1991","중앙공원로 39","-","중개거래","부산 동구","-"
"1372","부산광역시 서구 동대신동2가","313","0313","0000","삼익","88.2000","202202","25","70,000","-","1","-","-","1976","대영로73번길 39","-","중개거래","부산 서구","-"
"1373","부산광역시 서구 동대신동2가","313","0313","0000","삼익","88.2000","202202","25","70,500","-","1","-","-","1976","대영로73번길 39","20220310","중개거래","부산 서구","-"
"1374","부산광역시 서구 동대신동2가","139","0139","0000","신익빌라","158.4100","202202","01","25,000","-","7","-","-","1993","대영로112번길 40","-","직거래","-","-"
